Profile,Latitude,Longitude,grid_id,spatial_fold
1352,30.28380833,113.7283056,6022,2
1353,30.79394444,113.7016389,6022,2
1354,29.21741667,113.9258056,5022,2
1355,29.13758333,113.9525278,5022,2
1356,29.96011111,113.5384167,5022,2
1357,30.36594444,112.69725,6022,2
1358,30.36336111,113.7295833,6022,2
1359,29.83172222,114.0366667,5022,2
1360,29.79852778,114.121,5022,2
1361,29.99391667,114.0065556,5022,2
1362,29.76475,113.7295278,5022,2
1363,30.32086111,112.7248056,6022,2
1364,30.62941667,112.1964167,6022,2
1365,29.65522222,113.8063611,5022,2
1366,29.27822222,113.9101667,5022,2
1367,31.10108333,112.4214722,6022,2
1368,29.51511111,114.0185,5022,2
1369,30.55822222,112.4197222,6022,2
1370,31.53077778,113.7771667,6022,2
1371,29.82738889,114.0119444,5022,2
1372,29.88486111,113.9234722,5022,2
1373,31.17658333,112.7021944,6022,2
1374,30.92816667,112.4694722,6022,2
1375,29.53913889,114.0671111,5022,2
1376,29.18544444,113.9465556,5022,2
1377,31.74736111,113.8148611,6022,2
1378,29.88230556,113.5637778,5022,2
1379,30.07111111,113.4352778,6022,2
1380,29.48947222,113.03025,5022,2
1381,30.72866667,113.7460556,6022,2
1382,30.74772222,112.5054167,6022,2
1383,29.49333333,114.0295278,5022,2
1384,30.73702778,113.7670556,6022,2
1385,31.35691667,112.6234444,6022,2
1386,29.84,113.6645,5022,2
1387,30.01105556,113.7948889,6022,2
1388,30.14108333,113.4378889,6022,2
1389,29.44636111,114.0123333,5022,2
1390,31.51494444,112.3039444,6022,2
1391,30.19319444,114.0625,6022,2
1392,29.91944444,114.2215278,5022,2
1393,30.36591667,112.7169167,6022,2
1394,31.03702778,112.6106944,6022,2
1395,30.30738889,113.54255,6022,2
1396,31.48208333,112.7257222,6022,2
1397,29.61113889,114.2576389,5022,2
1398,29.77936111,113.7660556,5022,2
1399,30.76345,113.9361806,6022,2
1400,29.81708333,114.5831667,5022,2
1401,29.24486111,113.9274444,5022,2
1402,29.65888889,113.9166667,5022,2
1403,29.54194444,114.1677778,5022,2
1404,29.79638889,114.3027778,5022,2
1405,29.42777778,114.2475,5022,2
1406,29.68777778,113.875,5022,2
1407,29.89083333,113.8272222,5022,2
1408,30.01861111,114.3630556,6022,2
1409,31.68833333,112.0166667,6022,2
1410,31.58444444,112.8916667,6022,2
1411,29.55333333,114.1205556,5022,2
1412,31.49805556,113.9419444,6022,2
1413,31.29111111,112.4105556,6022,2
1414,29.71138889,114.3319444,5022,2
1415,31.96777778,112.7725,6022,2
1416,31.17416667,112.7208333,6022,2
1417,30.07133889,112.1407389,6022,2
1418,30.16956944,112.3072194,6022,2
1419,30.10045,112.2398,6022,2
1420,30.57901111,113.8044111,6022,2
1421,30.16131111,112.26445,6022,2
1422,30.45271944,113.0971194,6022,2
1423,30.97801944,112.63505,6022,2
1424,31.98391389,112.2096778,6022,2
1425,30.67638889,113.6656111,6022,2
1426,30.02247222,114.0406,6022,2
1427,30.19481944,112.2669306,6022,2
1428,30.25983056,114.0015,6022,2
1429,30.64331944,113.9870889,6022,2
1430,30.36173889,112.7410806,6022,2
1431,30.39338056,112.7583,6022,2
1432,30.02486944,112.6723306,6022,2
1433,30.04528889,114.1183111,6022,2
1434,30.66371111,113.5085111,6022,2
1435,30.01561111,113.7097889,6022,2
1436,30.11945,112.2127306,6022,2
1437,30.15446944,112.2960611,6022,2
1438,30.15883889,113.7042611,6022,2
1439,29.91561944,114.2234306,5022,2
1440,30.37806944,113.2717806,6022,2
1441,30.169,113.7750611,6022,2
1442,30.60013889,113.64983,6022,2
1443,29.97298056,113.8252,5022,2
1444,30.38293889,113.5722806,6022,2
1445,30.66076944,113.91478,6022,2
1446,30.76127778,113.9895278,6022,2
1447,30.006,112.6540556,6022,2
1448,29.84902778,113.6381111,5022,2
1449,29.82419444,113.5745556,5022,2
1450,30.15423889,112.3481806,6022,2
1451,29.85527778,113.6036389,5022,2
1452,29.84113889,113.8734167,5022,2
1453,31.93961111,112.2072778,6022,2
1454,29.732,114.3578611,5022,2
1455,31.51055556,111.7978056,6022,2
1456,29.44008333,113.8818056,5022,2
1457,29.05933333,113.9327778,5022,2
1458,31.70563889,111.8646944,6022,2
1459,29.45502778,113.9167778,5022,2
1460,31.42672222,111.8659444,6022,2
1461,29.60469444,114.2635556,5022,2
1462,29.64436111,113.9298056,5022,2
1463,29.13011111,113.9859167,5022,2
1464,29.05513889,113.8725556,5022,2
1465,29.13294444,113.9479167,5022,2
1466,29.61411111,114.2497778,5022,2
1467,29.22644444,113.8638611,5022,2
1468,29.336,114.1891389,5022,2
1469,29.57869444,114.00775,5022,2
1470,29.16941667,113.7806389,5022,2
1471,31.94561111,112.4537778,6022,2
1472,31.79913889,111.7639444,6022,2
1473,29.20791667,113.7813611,5022,2
1474,31.38094444,111.5964167,6022,2
1475,31.32336111,112.8407778,6022,2
1476,31.88736111,112.8110833,6022,2
1477,31.31263889,111.8444722,6022,2
1478,31.789,111.8814444,6022,2
1479,31.83988889,111.3991389,6022,2
1480,31.40697222,111.7407778,6022,2
1481,31.5685,111.9637222,6022,2
1482,28.51416667,113.4155556,5022,2
1483,27.7887,113.26105,5022,2
1484,28.39444444,112.7811111,5022,2
1485,28.4725,113.9672222,5022,2
1486,27.85456667,112.7626,5022,2
1487,28.86833333,111.6577778,5022,2
1488,28.49722222,112.5086111,5022,2
1489,28.27472222,113.3513889,5022,2
1490,28.93435,113.7682833,5022,2
1491,28.37138889,112.8758333,5022,2
1492,27.536,113.1759972,5022,2
1493,27.55445,112.8543333,5022,2
1494,29.56745,113.3516833,5022,2
1495,28.67888889,112.7497222,5022,2
1496,27.56226667,113.1801667,5022,2
1497,27.53191667,113.4640833,5022,2
1498,29.01583333,110.4927778,5022,2
1499,29.29333333,111.5966667,5022,2
1500,28.61,113.9555556,5022,2
1501,28.33527778,112.6413889,5022,2
1502,28.46805556,114.0675,5022,2
1503,27.8615,112.19915,5022,2
1504,28.68348333,113.5034667,5022,2
1505,29.09183333,113.5741667,5022,2
1506,27.82683333,112.3195667,5022,2
1507,29.37722222,112.3644444,5022,2
1508,28.38083333,112.6080556,5022,2
1509,28.38111111,113.8780556,5022,2
1510,29.6732,111.7229,5022,2
1511,27.70877778,111.9387222,5022,2
1512,27.748,113.437,5022,2
1513,28.30416667,113.2613889,5022,2
1514,29.05722222,112.3519444,5022,2
1515,28.44527778,112.6955556,5022,2
1516,27.787,112.898,5022,2
1517,29.09166667,113.5705556,5022,2
1518,28.34638889,110.3841667,5022,2
1519,28.24833333,113.4197222,5022,2
1520,29.45027778,112.2005556,5022,2
1521,28.43388889,114.1533333,5022,2
1522,28.40388889,114.0780556,5022,2
1523,28.45083333,114.0158333,5022,2
1524,28.22027778,113.4869444,5022,2
1525,27.95833333,112.4983333,5022,2
1526,28.20138889,113.1083333,5022,2
1527,28.30611111,113.4988889,5022,2
1528,28.43,114.1525,5022,2
1529,28.42027778,114.0980556,5022,2
1530,28.4275,114.0913889,5022,2
1531,28.41083333,114.1002778,5022,2
1532,28.42555556,114.0944444,5022,2
1533,28.41638889,114.1019444,5022,2
1534,28.42527778,114.0888889,5022,2
1535,28.42222222,114.1194444,5022,2
1536,27.90836111,111.5648333,5022,2
1537,29.11527778,113.2233333,5022,2
1538,27.62361111,113.1441667,5022,2
1539,28.42472222,114.0547222,5022,2
1540,27.70388889,111.7261111,5022,2
1541,28.56638889,113.0202778,5022,2
1542,28.28583333,113.7511111,5022,2
1543,28.20444444,113.1661111,5022,2
1544,27.64722222,113.1613889,5022,2
1545,27.73222222,112.4686111,5022,2
1546,28.47027778,112.6566667,5022,2
1547,29.44972222,111.7563889,5022,2
1548,29.4875,113.5411111,5022,2
1549,27.815,112.3166667,5022,2
1550,28.55083333,113.3252778,5022,2
1551,27.9075,110.7155556,5022,2
1552,29.37166944,110.2548472,5022,2
1553,28.99277778,111.3594444,5022,2
1554,28.72686389,113.9769472,5022,2
1555,29.66555556,111.2327778,5022,2
1556,29.5922,112.1921,5022,2
1557,29.28583333,112.5713889,5022,2
1558,28.43638889,114.16,5022,2
1559,28.43361111,114.1516667,5022,2
1560,28.43148056,114.08855,5022,2
1561,28.4233,114.1351806,5022,2
1562,28.42276667,114.0832167,5022,2
1563,28.42824722,114.0667306,5022,2
1564,29.32531944,110.9084889,5022,2
1565,27.545,112.1933889,5022,2
1566,28.69361111,113.4677778,5022,2
1567,28.63734722,112.9283806,5022,2
1568,28.4883,112.4076,5022,2
1569,28.74173056,113.0554639,5022,2
1570,27.74428056,112.6940333,5022,2
1571,28.42738333,114.0586167,5022,2
1572,28.24972222,112.1919444,5022,2
1573,27.859,111.7746944,5022,2
1574,28.6765,111.2992,5022,2
1575,28.95156667,113.7833806,5022,2
1576,28.772,111.9356,5022,2
1577,28.5025,112.1058,5022,2
1578,29.2192,111.6174,5022,2
1579,29.092411,113.447372,5022,2
1580,29.02341389,113.5085472,5022,2
1581,28.5345,112.2875,5022,2
1582,29.3874,111.3861,5022,2
1583,28.5312,112.3002,5022,2
1584,29.4895,113.2636139,5022,2
1585,27.71711389,113.4448333,5022,2
1586,27.51703333,113.4673639,5022,2
1587,28.41426389,114.0628306,5022,2
1588,29.7076,111.5981972,5022,2
1589,27.9521,110.189,5022,2
1590,28.45861111,113.935,5022,2
1591,28.3124,111.2626,5022,2
1592,27.85972222,112.1927778,5022,2
1593,29.55996667,111.2507639,5022,2
1594,28.41691389,114.0628806,5022,2
1595,28.36472222,113.8683333,5022,2
1596,27.645,112.7708333,5022,2
1597,28.42,111.5366667,5022,2
1598,29.1075,113.3716667,5022,2
1599,28.41833333,114.0625,5022,2
1600,28.41472222,114.1,5022,2
1601,29.02247222,115.8996111,5023,4
1602,29.20052778,115.7316111,5023,4
1603,28.96,115.7741111,5023,4
1604,28.57063889,115.9463889,5023,4
1605,28.68811111,115.7863056,5023,4
1606,29.69452778,115.764,5023,4
1607,27.86886111,114.7763889,5022,2
1608,29.25252778,114.8516111,5022,2
1609,27.928,113.8571111,5022,2
1610,27.97969444,115.2031944,5023,4
1611,27.53455556,115.3693056,5023,4
1612,28.93791667,114.5253056,5022,2
1613,28.49116667,115.4718056,5023,4
1614,28.92013889,114.9226111,5022,2
1615,29.22911111,115.1738056,5023,4
1616,27.75311111,114.1413056,5022,2
1617,27.67697222,114.4988056,5022,2
1618,27.68377778,115.8498056,5023,4
1619,28.25597222,115.3921944,5023,4
1620,28.39794444,114.7956944,5022,2
1621,27.85316667,115.9616111,5023,4
1622,28.87772222,115.3653056,5023,4
1623,28.50683333,115.0343889,5023,4
1624,28.42816667,114.8296944,5022,2
1625,29.2895,115.7173889,5023,4
1626,29.32252778,114.6318056,5022,2
1627,29.73019444,115.8448056,5023,4
1628,27.9315,115.4136944,5023,4
1629,29.39213889,114.6571944,5022,2
1630,29.03391667,115.3800833,5023,4
1631,29.37669444,114.6783056,5022,2
1632,29.44363889,115.2516944,5023,4
1633,27.61027778,115.7566944,5023,4
1634,29.38127778,114.6926111,5022,2
1635,28.33336111,115.7003056,5023,4
1636,27.48327778,115.8093056,5023,4
1637,28.17227778,116.0268056,5023,4
1638,27.46755556,115.7528056,5023,4
1639,28.35525,114.6171389,5022,2
1640,28.94069444,114.9153889,5022,2
1641,28.66672222,114.6166944,5022,2
1642,27.67358333,115.7677222,5023,4
1643,27.74538889,115.3246111,5023,4
1644,27.60363889,113.8325,5022,2
1645,27.49341667,115.725,5023,4
1646,29.03658333,114.5363889,5022,2
1647,27.97511111,114.3633056,5022,2
1648,28.97838889,114.2233333,5022,2
1649,28.62788889,114.4031944,5022,2
1650,29.40652778,115.173,5023,4
1651,27.76394444,113.8581944,5022,2
1652,28.77577778,115.0898889,5023,4
1653,28.18288889,114.8936111,5022,2
1654,28.09430556,114.4911111,5022,2
1655,28.52638889,114.7504722,5022,2
1656,29.34980556,116.0041111,5023,4
1657,27.58772222,115.7223056,5023,4
1658,31.48630556,118.5140278,6023,4
1659,31.00688889,116.9087222,6023,4
1660,31.50036111,116.8475278,6023,4
1661,30.15447222,118.4911667,6023,4
1662,30.41438889,116.2570556,6023,4
1663,31.27394444,118.26525,6023,4
1664,31.65711111,117.7692778,6023,4
1665,31.16452778,117.3731944,6023,4
1666,30.61708333,116.5175556,6023,4
1667,31.25027778,117.5469444,6023,4
1668,31.17286111,117.6477778,6023,4
1669,29.85480556,118.3683611,5023,4
1670,31.06361111,118.8510278,6023,4
1671,30.78802778,118.9632222,6023,4
1672,31.41758333,118.7412222,6023,4
1673,31.31388889,118.5386944,6023,4
1674,29.75891667,118.2926389,5023,4
1675,30.80527778,118.6383889,6023,4
1676,31.01183333,118.9402778,6023,4
1677,29.726,118.2130833,5023,4
1678,30.85983333,118.8048889,6023,4
1679,30.841,118.7472222,6023,4
1680,30.76058333,118.9695833,6023,4
1681,31.34191667,118.18025,6023,4
1682,29.80444444,116.8330556,5023,4
1683,30.82972222,118.5377222,6023,4
1684,31.0135,118.5900833,6023,4
1685,31.10641667,118.7894444,6023,4
1686,31.45941667,117.1246944,6023,4
1687,31.07736111,118.7949167,6023,4
1688,31.24402778,117.4733056,6023,4
1689,30.78011111,118.9371667,6023,4
1690,31.21930556,118.944,6023,4
1691,30.44027778,116.3960278,6023,4
1692,30.90655556,119.2929444,6023,4
1693,30.91677778,118.8063889,6023,4
1694,31.22755556,117.3546111,6023,4
1695,31.22855556,118.9185278,6023,4
1696,31.66913889,117.6331389,6023,4
1697,31.8135,117.7225278,6023,4
1698,30.86002778,118.7229444,6023,4
1699,30.46069444,117.1150833,6023,4
1700,30.51936111,118.8844167,6023,4
1701,31.49936111,116.8500278,6023,4
1702,30.71222222,117.8535556,6023,4
1703,31.17583333,118.9931389,6023,4
1704,30.67938889,118.8774722,6023,4
1705,30.21975,117.4870278,6023,4
1706,31.92438889,117.0835556,6023,4
1707,30.69986111,119.2744167,6023,4
1708,30.88186111,118.6806389,6023,4
1709,30.74588889,116.5201111,6023,4
1710,29.84686111,117.5020556,5023,4
1711,29.99213889,117.3303333,5023,4
1712,30.1995,118.2948333,6023,4
1713,31.01655556,117.3495833,6023,4
1714,31.50083333,116.8464167,6023,4
1715,30.61019444,118.1002778,6023,4
1716,31.47361111,116.63325,6023,4
1717,31.21108333,116.4466944,6023,4
1718,31.41411111,116.8464722,6023,4
1719,31.23775,117.4282778,6023,4
1720,30.71808333,118.4087778,6023,4
1721,30.14863889,116.8089167,6023,4
1722,30.43891667,117.0125556,6023,4
1723,30.48244444,117.024,6023,4
1724,30.83397222,116.9385278,6023,4
1725,30.71713889,118.4085278,6023,4
1726,30.98,116.5418056,6023,4
1727,30.52636111,117.1936667,6023,4
1728,30.38094444,116.8330556,6023,4
1729,30.86972222,117.0505278,6023,4
1730,29.78211111,118.0651111,5023,4
1731,31.17902778,117.2030556,6023,4
1732,29.4265,118.1564167,5023,4
1733,30.54433333,118.6659722,6023,4
1734,29.53325,118.217,5023,4
1735,29.80869444,118.0157222,5023,4
1736,29.55169444,118.2498611,5023,4
1737,29.94272222,117.7440556,5023,4
1738,30.72233333,116.4556111,6023,4
1739,29.84777778,118.4576389,5023,4
1740,31.18822222,116.5233333,6023,4
1741,30.05263889,117.57375,6023,4
1742,30.07205556,118.5434722,6023,4
1743,31.28072222,116.3996667,6023,4
1744,30.55163889,118.4811389,6023,4
1745,31.59755556,116.2644722,6023,4
1746,31.44861111,117.5633333,6023,4
1747,30.66869444,118.4413889,6023,4
1748,28.02158333,118.5305556,5023,4
1749,28.02319444,118.53025,5023,4
1750,27.86511111,118.7568056,5023,4
1751,28.06175,118.5217778,5023,4
1752,27.58827778,118.8254444,5023,4
1753,27.60675,118.7261944,5023,4
1754,27.56827778,117.9865833,5023,4
1755,27.64411111,117.9148611,5023,4
1756,27.66777778,117.8161111,5023,4
1757,27.63855556,117.9672778,5023,4
1758,27.86166667,117.7883333,5023,4
1759,27.51738889,118.7944722,5023,4
1760,27.67397222,117.7695833,5023,4
1761,27.91008333,118.55065,5023,4
1762,28.03844444,118.5295278,5023,4
1763,30.91388333,120.4888333,6024,1
1764,30.86919778,120.64953,6024,1
1765,31.7705,119.78823,6023,4
1766,31.49267,120.29683,6024,1
1767,31.28568333,121.0775167,6024,1
1768,31.54858056,120.40195,6024,1
1769,31.76542222,120.2353194,6024,1
1770,31.78195,120.6498028,6024,1
1771,31.78453,120.6932,6024,1
1772,31.56547,119.9993,6023,4
1773,31.53982,120.71048,6024,1
1774,31.95007,118.40045,6023,4
1775,31.78331,120.6815,6024,1
1776,31.806,120.563,6024,1
1777,31.74279,120.6707,6024,1
1778,31.8411,120.6679,6024,1
1779,31.8321,120.5835,6024,1
1780,31.83354,120.6581,6024,1
1781,31.13538,120.69158,6024,1
1782,31.10325,120.2679,6024,1
1783,31.38737,119.965,6023,4
1784,31.7665625,119.2983125,6023,4
1785,31.44435833,119.05913,6023,4
1786,31.63453,118.85729,6023,4
1787,31.2288,119.79963,6023,4
1788,31.4545,119.06112,6023,4
1789,31.8584,118.74145,6023,4
1790,31.63588,118.85722,6023,4
1791,29.3165,116.6021111,5023,4
1792,28.84555556,116.1553056,5023,4
1793,28.78491667,116.6173889,5023,4
1794,28.72177778,116.6371111,5023,4
1795,29.37444444,116.5843889,5023,4
1796,28.86766667,116.1973056,5023,4
1797,29.16308333,116.8901111,5023,4
1798,29.47355556,116.7111944,5023,4
1799,29.47644444,116.2355,5023,4
1800,29.54427778,116.5095,5023,4
1801,27.85527778,116.4648056,5023,4
1802,29.34041667,116.9066944,5023,4
1803,28.56319444,117.7325,5023,4
1804,28.01655556,117.0676944,5023,4
1805,28.72916667,118.2916667,5023,4
1806,29.76472222,116.308,5023,4
1807,28.34925,117.2046944,5023,4
1808,28.23527778,116.9851111,5023,4
1809,28.23608333,116.4921944,5023,4
1810,28.66266667,117.4876111,5023,4
1811,29.47408333,117.3776111,5023,4
1812,27.94727778,116.9463889,5023,4
1813,28.36047222,117.6438056,5023,4
1814,28.11358333,116.7063056,5023,4
1815,27.97983333,117.9566944,5023,4
1816,27.72102778,116.8278056,5023,4
1817,28.91308333,116.4981111,5023,4
1818,28.93508333,116.3573056,5023,4
1819,29.03375,116.7901111,5023,4
1820,28.90413889,116.2695,5023,4
1821,28.979,116.6788056,5023,4
1822,28.96725,117.2566944,5023,4
1823,29.03016667,117.7393056,5023,4
1824,28.02216667,117.9261944,5023,4
1825,27.61838889,116.598,5023,4
1826,29.23688889,117.8491944,5023,4
1827,28.068,116.2973889,5023,4
1828,28.48672222,118.2505,5023,4
1829,29.27386111,116.2473056,5023,4
1830,28.75916667,116.383,5023,4
1831,29.09688889,116.0458889,5023,4
1832,28.72997222,117.0431944,5023,4
1833,28.33825,117.2403056,5023,4
1834,27.57805556,116.15,5023,4
1835,29.39908333,116.095,5023,4
1836,30.95986111,121.1986111,6024,1
1837,31.07019444,121.2046111,6024,1
1838,31.07333333,121.2086944,6024,1
1839,31.05302778,121.1583056,6024,1
1840,30.90894444,121.0616667,6024,1
1841,31.07711111,121.0288056,6024,1
1842,31.24461111,121.1616111,6024,1
1843,30.81030556,121.2376944,6024,1
1844,30.91977778,121.3917778,6024,1
1845,30.98047222,121.0668056,6024,1
1846,31.60661111,121.4636667,6024,1
1847,31.22797222,121.1861111,6024,1
1848,31.20263889,121.3635556,6024,1
1849,31.027,121.0133056,6024,1
1850,31.61933333,121.5655556,6024,1
1851,30.999,121.7641667,6024,1
1852,31.04827778,121.8199167,6024,1
1853,31.76902778,121.2036944,6024,1
1854,31.10861111,121.74475,6024,1
1855,31.43338889,121.3442222,6024,1
1856,30.93066667,121.8110556,6024,1
1857,30.77083333,121.2376944,6024,1
1858,30.94883333,121.6224167,6024,1
1859,31.03722222,121.4718889,6024,1
1860,31.524,121.6690833,6024,1
1861,31.20725,121.2349167,6024,1
1862,31.04263889,120.9065556,6024,1
1863,30.99130556,121.4547778,6024,1
1864,30.87163889,121.4448333,6024,1
1865,31.61780556,121.4748333,6024,1
1866,31.27077778,121.1496944,6024,1
1867,30.99780556,121.1076944,6024,1
1868,31.51911111,121.6898889,6024,1
1869,31.38086111,121.2004722,6024,1
1870,31.14119444,121.2718611,6024,1
1871,30.94419444,121.2564167,6024,1
1872,30.87036111,121.6118611,6024,1
1873,30.88494444,121.8373056,6024,1
1874,31.07383333,121.8450278,6024,1
1875,31.02452778,121.8187222,6024,1
1876,30.99052778,121.8744722,6024,1
1877,31.80586111,121.3421389,6024,1
1878,31.54,121.7754167,6024,1
1879,31.23213889,121.2796389,6024,1
1880,31.31133333,121.6557778,6024,1
1881,31.61772222,121.7245278,6024,1
1882,30.17375,119.7617778,6023,4
1883,27.54130556,120.5215833,5024,3
1884,27.90288889,120.0334444,5024,3
1885,27.91422222,120.11925,5024,3
1886,29.52333333,120.9640278,5024,3
1887,29.86766667,120.3894167,5024,3
1888,30.53325,120.4505,6024,1
1889,28.65952778,118.5475278,5023,4
1890,30.00536111,121.2423333,6024,1
1891,29.77913889,120.2054444,5024,3
1892,31.00580556,120.953,6024,1
1893,29.08022222,118.9609167,5023,4
1894,28.8515,118.9750278,5023,4
1895,29.68711111,120.1098611,5024,3
1896,28.55055556,119.9618889,5023,4
1897,29.49938889,121.71425,5024,3
1898,28.74536111,120.6009444,5024,3
1899,28.15680556,120.7056389,5024,3
1900,30.69108333,119.6118333,6023,4
1901,27.60144444,119.76925,5023,4
1902,28.06647222,118.9459444,5023,4
1903,27.78963889,119.1149444,5023,4
1904,28.87463889,118.9719444,5023,4
1905,30.98433333,119.8394167,6023,4
1906,28.05133333,119.4576111,5023,4
1907,29.06827778,118.9443611,5023,4
1908,29.09397222,118.9618889,5023,4
1909,30.17730556,119.7115,6023,4
1910,28.47941667,119.4545,5023,4
1911,28.0465,119.4760556,5023,4
1912,28.16013889,120.3155,5024,3
1913,29.46933333,121.9006111,5024,3
1914,30.94122222,119.7495,6023,4
1915,29.05288889,118.9621111,5023,4
1916,29.08055556,118.9520278,5023,4
1917,30.53547222,120.4673889,6024,1
1918,30.73580556,120.4965,6024,1
1919,30.86894444,120.1547222,6024,1
1920,30.56136111,120.4161111,6024,1
1921,30.93772222,120.8712778,6024,1
1922,30.92277778,120.1591667,6024,1
1923,28.89458333,120.1167222,5024,3
1924,29.23586111,121.6981389,5024,3
1925,28.62536111,118.4379167,5023,4
1926,29.64561111,120.7925833,5024,3
1927,29.07838889,118.9440278,5023,4
1928,30.68377778,120.8366667,6024,1
1929,30.88083333,120.8785278,6024,1
1930,30.14525,121.1048611,6024,1
1931,28.52247222,121.0339444,5024,3
1932,30.70166667,121.2237778,6024,1
1933,30.46263889,120.6289444,6024,1
1934,29.19736111,120.6962222,5024,3
1935,28.87025,118.978,5023,4
1936,30.86766667,120.1558889,6024,1
1937,30.02863889,118.977,6023,4
1938,29.51733333,120.8975833,5024,3
1939,30.52341667,119.5585278,6023,4
1940,28.08041667,119.1251111,5023,4
1941,30.16483333,120.0443611,6024,1
1942,28.87513889,118.96525,5023,4
1943,30.17955556,120.0894167,6024,1
1944,28.71852778,119.0676667,5023,4
1945,30.19144444,120.0856667,6024,1
1946,28.60563889,121.2105833,5024,3
1947,30.16891667,119.72875,6023,4
1948,30.29111111,119.0235556,6023,4
1949,28.874,118.9705278,5023,4
1950,27.60061111,119.7696111,5023,4
1951,30.16358333,120.0428333,6024,1
1952,30.16177778,120.0428056,6024,1
1953,30.16427778,120.0436667,6024,1
1954,30.22847222,120.1150278,6024,1
1955,28.92316667,121.0632222,5024,3
1956,28.58855556,120.1278056,5024,3
1957,29.32472222,121.5402222,5024,3
1958,30.23019444,120.1122222,6024,1
1959,30.22963889,120.1130278,6024,1
1960,27.83919444,121.1650833,5024,3
1961,30.94627778,119.6588333,6023,4
1962,27.82366667,121.1656667,5024,3
1963,29.03930556,121.3569444,5024,3
1964,29.198,120.8893056,5024,3
1965,28.91977778,121.6263611,5024,3
1966,27.50433333,120.6130833,5024,3
1967,28.42016667,121.5750278,5024,3
1968,30.05266667,120.8328333,6024,1
1969,30.30483333,121.2050278,6024,1
1970,30.01961111,121.6223333,6024,1
1971,29.0855,118.9750833,5023,4
1972,30.52363889,120.0541667,6024,1
1973,28.38163889,121.4524722,5024,3
1974,29.23619444,121.6122222,5024,3
1975,31.00236111,120.9463889,6024,1
1976,30.21988889,121.2257222,6024,1
1977,27.59444444,120.4276667,5024,3
1978,30.93475,120.1701667,6024,1
1979,27.80355556,119.1715833,5023,4
1980,30.37544444,119.4800556,6023,4
1981,30.34447222,119.4401944,6023,4
1982,28.04258333,119.4327778,5023,4
1983,27.86536111,119.0821389,5023,4
1984,27.898,119.8875278,5023,4
1985,30.24413889,118.9396667,6023,4
1986,30.22561111,120.1070833,6024,1
1987,28.89441667,120.1173333,5024,3
1988,28.70486111,119.0707222,5023,4
1989,29.0885,118.9417222,5023,4
1990,28.93663889,119.0000556,5023,4
1991,30.16216667,120.0440833,6024,1
1992,30.19169444,120.0857778,6024,1
1993,30.25722222,120.1308889,6024,1
1994,28.96263889,121.0394722,5024,3
1995,28.84580556,118.9716667,5023,4
1996,28.06183333,119.0455833,5023,4
1997,30.14791667,119.7119444,6023,4
1998,30.16352778,120.0429167,6024,1
1999,28.51158333,121.4465,5024,3
2000,29.50505556,121.1563056,5024,3
2001,29.49327778,120.9954722,5024,3
2002,28.55677778,119.3791667,5023,4
2003,30.92227778,120.0123056,6024,1
2004,29.64919444,120.7843056,5024,3
2005,28.37622222,120.1021389,5024,3
2006,30.17394444,119.7624722,6023,4
2007,28.75369444,120.9793056,5024,3
2008,29.61841667,121.2758889,5024,3
2009,30.27752778,121.2084167,6024,1
2010,30.14241667,120.7037778,6024,1
2011,28.43491667,120.7207222,5024,3
2012,28.75963889,120.5627222,5024,3
2013,29.07763889,118.9431111,5023,4
2014,29.36938889,120.5058056,5024,3
2015,28.40563889,120.0655278,5024,3
2016,29.14047222,118.94825,5023,4
2017,28.09761111,118.8965278,5023,4
2018,30.16163889,120.0430556,6024,1
2019,33.35557306,79.72817444,6015,4
2020,32.82466389,79.78633611,6015,4
2021,33.05859722,80.06058306,6016,3
2022,33.77289611,80.47105194,6016,3
2023,33.54865139,80.17163444,6016,3
2024,33.37800222,79.72432722,6015,4
2025,32.21529278,81.55001028,6016,3
2026,32.29048861,84.13032361,6016,3
2027,32.3930775,82.43796167,6016,3
2028,32.18238889,81.29490667,6016,3
2029,34.09895,92.33852,6018,3
2030,32.11918611,91.76586389,6018,3
2031,32.21930278,91.71083056,6018,3
2032,32.32826667,91.72213889,6018,3
2033,32.74783889,91.72126306,6018,3
2034,32.03998972,91.06729361,6018,3
2035,32.74476472,91.85751722,6018,3
2036,32.67261111,91.87152778,6018,3
2037,32.20294167,91.55738611,6018,3
2038,33.76862,96.96281,6019,0
2039,36.44767,96.35499,7019,3
2040,35.88472,98.14477,7019,3
2041,36.37862,96.48488,7019,3
2042,36.42786,95.75959,7019,3
2043,35.82523,98.15518,7019,3
2044,36.40371,94.49127,7018,1
2045,36.29115,97.09065,7019,3
2046,34.49651,95.5594,6019,0
2047,33.96644,96.59666,6019,0
2048,34.68184,95.18719,6019,0
2049,34.04283,95.22071,6019,0
2050,35.17905,93.95214,7018,1
2051,34.36623,95.70051,6019,0
2052,34.45861,95.60437,6019,0
2053,34.1594,95.9719,6019,0
2054,34.15381,95.98257,6019,0
2055,35.01452,94.42963,7018,1
2056,34.98229,94.57661,6018,3
2057,34.90331,94.7904,6018,3
2058,33.93209,95.32201,6019,0
2059,34.1522,95.95084,6019,0
2060,32.81779,94.39651,6018,3
2061,32.81647,94.39621,6018,3
2062,33.93701,96.56499,6019,0
2063,32.95933,96.201,6019,0
2064,33.77515,96.97757,6019,0
2065,34.13542,96.0134,6019,0
2066,32.54908,96.47993,6019,0
