Profile,seed,random_fold
4877,20260725,3
1357,20260725,3
1760,20260725,3
2071,20260725,3
4306,20260725,3
5372,20260725,3
3101,20260725,3
5328,20260725,3
5635,20260725,3
980,20260725,3
4179,20260725,3
3746,20260725,3
942,20260725,3
5246,20260725,3
611,20260725,3
4094,20260725,3
717,20260725,3
5587,20260725,3
4996,20260725,3
674,20260725,3
2841,20260725,3
2042,20260725,3
4964,20260725,3
3483,20260725,3
4442,20260725,3
3058,20260725,3
3686,20260725,3
4230,20260725,3
668,20260725,3
4828,20260725,3
3975,20260725,3
3409,20260725,3
3606,20260725,3
4386,20260725,3
3783,20260725,3
2829,20260725,3
2292,20260725,3
2593,20260725,3
5062,20260725,3
3181,20260725,3
1376,20260725,3
1049,20260725,3
5324,20260725,3
5828,20260725,3
4343,20260725,3
5468,20260725,3
5373,20260725,3
3639,20260725,3
3041,20260725,3
4466,20260725,3
3248,20260725,3
5785,20260725,3
3107,20260725,3
5254,20260725,3
849,20260725,3
2692,20260725,3
1033,20260725,3
3723,20260725,3
5737,20260725,3
5176,20260725,3
211,20260725,3
3498,20260725,3
2561,20260725,3
4372,20260725,3
5312,20260725,3
966,20260725,3
326,20260725,3
1656,20260725,3
5758,20260725,3
5729,20260725,3
5274,20260725,3
2298,20260725,3
1289,20260725,3
34,20260725,3
1143,20260725,3
4015,20260725,3
2515,20260725,3
2752,20260725,3
5432,20260725,3
4724,20260725,3
215,20260725,3
3298,20260725,3
4513,20260725,3
4203,20260725,3
4232,20260725,3
9,20260725,3
4167,20260725,3
5590,20260725,3
4997,20260725,3
3695,20260725,3
1475,20260725,3
591,20260725,3
3064,20260725,3
4354,20260725,3
3977,20260725,3
4564,20260725,3
3434,20260725,3
3680,20260725,3
5434,20260725,3
1766,20260725,3
879,20260725,3
3682,20260725,3
35,20260725,3
4839,20260725,3
5649,20260725,3
3887,20260725,3
3739,20260725,3
1965,20260725,3
4460,20260725,3
577,20260725,3
178,20260725,3
4139,20260725,3
5298,20260725,3
1218,20260725,3
3487,20260725,3
5803,20260725,3
1883,20260725,3
1131,20260725,3
367,20260725,3
968,20260725,3
2406,20260725,3
153,20260725,3
4612,20260725,3
5811,20260725,3
2516,20260725,3
456,20260725,3
4852,20260725,3
2253,20260725,3
5352,20260725,3
2535,20260725,3
2728,20260725,3
3020,20260725,3
4446,20260725,3
4253,20260725,3
1101,20260725,3
5002,20260725,3
2382,20260725,3
1202,20260725,3
4096,20260725,3
4970,20260725,3
4465,20260725,3
618,20260725,3
3351,20260725,3
5346,20260725,3
249,20260725,3
397,20260725,3
2417,20260725,3
1501,20260725,3
3972,20260725,3
2982,20260725,3
4943,20260725,3
1324,20260725,3
1802,20260725,3
1458,20260725,3
2088,20260725,3
1627,20260725,3
161,20260725,3
2272,20260725,3
4109,20260725,3
1086,20260725,3
5742,20260725,3
1329,20260725,3
5304,20260725,3
3857,20260725,3
5082,20260725,3
3188,20260725,3
5502,20260725,3
245,20260725,3
4605,20260725,3
2414,20260725,3
920,20260725,3
2271,20260725,3
2721,20260725,3
856,20260725,3
145,20260725,3
2659,20260725,3
2223,20260725,3
3193,20260725,3
5702,20260725,3
3825,20260725,3
996,20260725,3
1527,20260725,3
1711,20260725,3
4136,20260725,3
3707,20260725,3
5323,20260725,3
2195,20260725,3
4411,20260725,3
3369,20260725,3
4878,20260725,3
3485,20260725,3
5120,20260725,3
5585,20260725,3
4772,20260725,3
4315,20260725,3
4368,20260725,3
1574,20260725,3
2322,20260725,3
1112,20260725,3
548,20260725,3
2738,20260725,3
5840,20260725,3
4581,20260725,3
3042,20260725,3
2624,20260725,3
2105,20260725,3
5285,20260725,3
4739,20260725,3
1435,20260725,3
437,20260725,3
2734,20260725,3
3143,20260725,3
2460,20260725,3
3670,20260725,3
2212,20260725,3
257,20260725,3
2513,20260725,3
3802,20260725,3
5228,20260725,3
26,20260725,3
5878,20260725,3
1746,20260725,3
4421,20260725,3
4932,20260725,3
1145,20260725,3
886,20260725,3
4476,20260725,3
5353,20260725,3
90,20260725,3
3946,20260725,3
1984,20260725,3
1758,20260725,3
2625,20260725,3
2588,20260725,3
3880,20260725,3
3753,20260725,3
2486,20260725,3
4773,20260725,3
3372,20260725,3
1898,20260725,3
4645,20260725,3
4208,20260725,3
3336,20260725,3
1824,20260725,3
2887,20260725,3
973,20260725,3
845,20260725,3
1995,20260725,3
321,20260725,3
1350,20260725,3
1906,20260725,3
2099,20260725,3
5397,20260725,3
5402,20260725,3
1471,20260725,3
3087,20260725,3
3942,20260725,3
4316,20260725,3
2402,20260725,3
2709,20260725,3
3217,20260725,3
3541,20260725,3
2138,20260725,3
2855,20260725,3
5110,20260725,3
5760,20260725,3
1725,20260725,3
460,20260725,3
5445,20260725,3
3886,20260725,3
1373,20260725,3
594,20260725,3
2461,20260725,3
4039,20260725,3
1648,20260725,3
3314,20260725,3
5643,20260725,3
4287,20260725,3
1611,20260725,3
3072,20260725,3
4317,20260725,3
1416,20260725,3
5770,20260725,3
798,20260725,3
1265,20260725,3
2055,20260725,3
4976,20260725,3
76,20260725,3
3868,20260725,3
5536,20260725,3
3860,20260725,3
1144,20260725,3
4825,20260725,3
169,20260725,3
4934,20260725,3
4666,20260725,3
99,20260725,3
5209,20260725,3
1321,20260725,3
3711,20260725,3
637,20260725,3
1111,20260725,3
5358,20260725,3
1545,20260725,3
5425,20260725,3
4665,20260725,3
2878,20260725,3
4524,20260725,3
3379,20260725,3
3457,20260725,3
5177,20260725,3
724,20260725,3
5289,20260725,3
4511,20260725,3
1246,20260725,3
448,20260725,3
3927,20260725,3
353,20260725,3
2198,20260725,3
2375,20260725,3
1637,20260725,3
4241,20260725,3
2140,20260725,3
3741,20260725,3
4654,20260725,3
639,20260725,3
2998,20260725,3
2857,20260725,3
5575,20260725,3
5327,20260725,3
2458,20260725,3
3323,20260725,3
170,20260725,3
3436,20260725,3
4439,20260725,3
1962,20260725,3
5524,20260725,3
979,20260725,3
5713,20260725,3
3218,20260725,3
5230,20260725,3
1865,20260725,3
1857,20260725,3
2326,20260725,3
3417,20260725,3
4685,20260725,3
553,20260725,3
4364,20260725,3
5350,20260725,3
5391,20260725,3
465,20260725,3
1516,20260725,3
3354,20260725,3
3264,20260725,3
3619,20260725,3
4464,20260725,3
1986,20260725,3
4630,20260725,3
218,20260725,3
3734,20260725,3
672,20260725,3
5178,20260725,3
2026,20260725,3
1811,20260725,3
5339,20260725,3
1751,20260725,3
4591,20260725,3
2974,20260725,3
1670,20260725,3
2358,20260725,3
2075,20260725,3
4522,20260725,3
4914,20260725,3
1211,20260725,3
578,20260725,3
5360,20260725,3
1696,20260725,3
4047,20260725,3
237,20260725,3
2835,20260725,3
4766,20260725,3
3530,20260725,3
1269,20260725,3
4733,20260725,3
494,20260725,3
585,20260725,3
5530,20260725,3
1568,20260725,3
1315,20260725,3
44,20260725,3
812,20260725,3
969,20260725,3
5395,20260725,3
806,20260725,3
1652,20260725,3
4057,20260725,3
2019,20260725,3
5076,20260725,3
5019,20260725,3
5545,20260725,3
2768,20260725,3
1722,20260725,3
433,20260725,3
214,20260725,3
2670,20260725,3
39,20260725,3
1930,20260725,3
5311,20260725,3
3356,20260725,3
181,20260725,3
4344,20260725,3
2346,20260725,3
5672,20260725,3
2818,20260725,3
4412,20260725,3
5023,20260725,3
2280,20260725,3
11,20260725,3
4474,20260725,3
3458,20260725,3
1302,20260725,3
1922,20260725,3
3333,20260725,3
695,20260725,3
4902,20260725,3
228,20260725,3
3630,20260725,3
1752,20260725,3
1505,20260725,3
3772,20260725,3
1412,20260725,3
532,20260725,3
1411,20260725,3
2525,20260725,3
1588,20260725,3
2331,20260725,3
4918,20260725,3
3315,20260725,3
4625,20260725,3
2205,20260725,3
1658,20260725,3
663,20260725,3
295,20260725,3
4099,20260725,3
5786,20260725,3
787,20260725,3
2880,20260725,3
3018,20260725,3
5088,20260725,3
4708,20260725,3
480,20260725,3
2751,20260725,3
3926,20260725,3
4254,20260725,3
1967,20260725,3
3118,20260725,3
5256,20260725,3
970,20260725,3
2988,20260725,3
27,20260725,3
2058,20260725,3
2474,20260725,3
2160,20260725,3
893,20260725,3
5260,20260725,3
3213,20260725,3
4588,20260725,3
988,20260725,3
518,20260725,3
4585,20260725,3
2582,20260725,3
2186,20260725,3
5065,20260725,3
2176,20260725,3
4225,20260725,3
5569,20260725,3
1326,20260725,3
4734,20260725,3
184,20260725,3
5446,20260725,3
4022,20260725,3
650,20260725,3
1693,20260725,3
5550,20260725,3
2068,20260725,3
1988,20260725,3
4947,20260725,3
3781,20260725,3
4449,20260725,3
3081,20260725,3
4802,20260725,3
2352,20260725,3
5484,20260725,3
1970,20260725,3
4904,20260725,3
3441,20260725,3
4578,20260725,3
807,20260725,3
4355,20260725,3
4703,20260725,3
4215,20260725,3
1905,20260725,3
1537,20260725,3
5599,20260725,3
142,20260725,3
4044,20260725,3
5528,20260725,3
5043,20260725,3
336,20260725,3
1084,20260725,3
5247,20260725,3
4397,20260725,3
5473,20260725,3
4680,20260725,3
946,20260725,3
543,20260725,3
967,20260725,3
2070,20260725,3
754,20260725,3
4283,20260725,3
1904,20260725,3
78,20260725,3
3688,20260725,3
2372,20260725,3
2361,20260725,3
2403,20260725,3
4600,20260725,3
2800,20260725,3
1216,20260725,3
1242,20260725,3
3140,20260725,3
1734,20260725,3
3022,20260725,3
2087,20260725,3
1960,20260725,3
4083,20260725,3
5554,20260725,3
3490,20260725,3
3462,20260725,3
844,20260725,3
2394,20260725,3
2401,20260725,3
42,20260725,3
5622,20260725,3
2541,20260725,3
4401,20260725,3
2252,20260725,3
1298,20260725,3
4782,20260725,3
4717,20260725,3
1884,20260725,3
5782,20260725,3
1567,20260725,3
1816,20260725,3
2436,20260725,3
362,20260725,3
1241,20260725,3
89,20260725,3
2872,20260725,3
1130,20260725,3
5365,20260725,3
2046,20260725,3
1972,20260725,3
107,20260725,3
3554,20260725,3
2101,20260725,3
248,20260725,3
2969,20260725,3
2106,20260725,3
2218,20260725,3
2504,20260725,3
796,20260725,3
2425,20260725,3
4479,20260725,3
2777,20260725,3
3999,20260725,3
4126,20260725,3
4640,20260725,3
5147,20260725,3
822,20260725,3
4634,20260725,3
935,20260725,3
4948,20260725,3
4838,20260725,3
1279,20260725,3
5723,20260725,3
1338,20260725,3
2202,20260725,3
3494,20260725,3
4362,20260725,3
101,20260725,3
4857,20260725,3
1996,20260725,3
5573,20260725,3
937,20260725,3
2173,20260725,3
112,20260725,3
4931,20260725,3
5612,20260725,3
4545,20260725,3
2900,20260725,3
4616,20260725,3
3154,20260725,3
550,20260725,3
3427,20260725,3
2512,20260725,3
3235,20260725,3
1308,20260725,3
3319,20260725,3
3331,20260725,3
2368,20260725,3
2128,20260725,3
3830,20260725,3
2571,20260725,3
1196,20260725,3
3817,20260725,3
2317,20260725,3
556,20260725,3
2620,20260725,3
5588,20260725,3
785,20260725,3
763,20260725,3
2267,20260725,3
541,20260725,3
4293,20260725,3
1536,20260725,3
2754,20260725,3
2554,20260725,3
4201,20260725,3
896,20260725,3
5061,20260725,3
4389,20260725,3
3308,20260725,3
141,20260725,3
884,20260725,3
4532,20260725,3
5789,20260725,3
914,20260725,3
2228,20260725,3
2441,20260725,3
5331,20260725,3
4425,20260725,3
5801,20260725,3
2320,20260725,3
3794,20260725,3
1772,20260725,3
4376,20260725,3
3622,20260725,3
4422,20260725,3
3848,20260725,3
4965,20260725,3
4881,20260725,3
5003,20260725,3
1136,20260725,3
1773,20260725,3
5614,20260725,3
5092,20260725,3
1917,20260725,3
1706,20260725,3
5488,20260725,3
3525,20260725,3
5633,20260725,3
638,20260725,3
696,20260725,3
2907,20260725,3
4101,20260725,3
3326,20260725,3
1841,20260725,3
4502,20260725,3
871,20260725,3
5706,20260725,3
4688,20260725,3
702,20260725,3
4801,20260725,3
1952,20260725,3
1281,20260725,3
1284,20260725,3
2221,20260725,3
3475,20260725,3
4115,20260725,3
2048,20260725,3
2360,20260725,3
5842,20260725,3
1203,20260725,3
5237,20260725,3
3721,20260725,3
2791,20260725,3
3492,20260725,3
2262,20260725,3
1534,20260725,3
5720,20260725,3
1010,20260725,3
1862,20260725,3
1253,20260725,3
1628,20260725,3
3636,20260725,3
1783,20260725,3
4388,20260725,3
2161,20260725,3
2072,20260725,3
2185,20260725,3
3212,20260725,3
901,20260725,3
1484,20260725,3
5024,20260725,3
916,20260725,3
3925,20260725,3
3818,20260725,3
3644,20260725,3
2011,20260725,3
4353,20260725,3
3621,20260725,3
1260,20260725,3
987,20260725,3
2928,20260725,3
385,20260725,3
2379,20260725,3
3692,20260725,3
2546,20260725,3
4499,20260725,3
3004,20260725,3
4778,20260725,3
4107,20260725,3
2118,20260725,3
5442,20260725,3
698,20260725,3
4169,20260725,3
2679,20260725,3
1339,20260725,3
4506,20260725,3
5,20260725,3
2931,20260725,3
80,20260725,3
1878,20260725,3
5447,20260725,4
5009,20260725,4
788,20260725,4
5200,20260725,4
5098,20260725,4
3425,20260725,4
5160,20260725,4
1947,20260725,4
1071,20260725,4
1888,20260725,4
929,20260725,4
1418,20260725,4
1149,20260725,4
1941,20260725,4
4300,20260725,4
3906,20260725,4
2327,20260725,4
4835,20260725,4
2248,20260725,4
1100,20260725,4
4346,20260725,4
4036,20260725,4
4946,20260725,4
723,20260725,4
500,20260725,4
3134,20260725,4
860,20260725,4
744,20260725,4
3803,20260725,4
1789,20260725,4
2947,20260725,4
3238,20260725,4
1777,20260725,4
4737,20260725,4
2584,20260725,4
1311,20260725,4
5490,20260725,4
5834,20260725,4
3661,20260725,4
2511,20260725,4
2868,20260725,4
2216,20260725,4
3918,20260725,4
5579,20260725,4
4160,20260725,4
3023,20260725,4
5879,20260725,4
3099,20260725,4
4614,20260725,4
123,20260725,4
1719,20260725,4
5340,20260725,4
580,20260725,4
1445,20260725,4
1370,20260725,4
4712,20260725,4
4045,20260725,4
1355,20260725,4
4526,20260725,4
5223,20260725,4
2673,20260725,4
5233,20260725,4
337,20260725,4
1641,20260725,4
2961,20260725,4
4627,20260725,4
5259,20260725,4
1508,20260725,4
1518,20260725,4
797,20260725,4
682,20260725,4
2373,20260725,4
569,20260725,4
4603,20260725,4
5004,20260725,4
5513,20260725,4
2650,20260725,4
2892,20260725,4
4297,20260725,4
4152,20260725,4
2699,20260725,4
2799,20260725,4
410,20260725,4
1227,20260725,4
2001,20260725,4
2311,20260725,4
2652,20260725,4
3394,20260725,4
1318,20260725,4
2592,20260725,4
1665,20260725,4
2040,20260725,4
1314,20260725,4
1382,20260725,4
2842,20260725,4
3829,20260725,4
4938,20260725,4
5772,20260725,4
485,20260725,4
4268,20260725,4
5143,20260725,4
606,20260725,4
1717,20260725,4
2027,20260725,4
2915,20260725,4
94,20260725,4
623,20260725,4
801,20260725,4
32,20260725,4
1632,20260725,4
4209,20260725,4
4219,20260725,4
864,20260725,4
642,20260725,4
5875,20260725,4
3654,20260725,4
3681,20260725,4
2758,20260725,4
3443,20260725,4
2739,20260725,4
614,20260725,4
14,20260725,4
3890,20260725,4
4551,20260725,4
5495,20260725,4
3938,20260725,4
3703,20260725,4
495,20260725,4
627,20260725,4
2234,20260725,4
3066,20260725,4
2366,20260725,4
4843,20260725,4
5291,20260725,4
4537,20260725,4
305,20260725,4
2131,20260725,4
5703,20260725,4
3820,20260725,4
3511,20260725,4
5124,20260725,4
1256,20260725,4
5624,20260725,4
4068,20260725,4
352,20260725,4
2096,20260725,4
2476,20260725,4
5123,20260725,4
3123,20260725,4
3199,20260725,4
1586,20260725,4
4183,20260725,4
4580,20260725,4
2578,20260725,4
1108,20260725,4
5405,20260725,4
1133,20260725,4
4698,20260725,4
888,20260725,4
3669,20260725,4
3403,20260725,4
2440,20260725,4
4255,20260725,4
3153,20260725,4
2903,20260725,4
2190,20260725,4
3774,20260725,4
2838,20260725,4
3247,20260725,4
4523,20260725,4
5094,20260725,4
3808,20260725,4
1958,20260725,4
4679,20260725,4
3558,20260725,4
1271,20260725,4
3338,20260725,4
307,20260725,4
5539,20260725,4
2411,20260725,4
323,20260725,4
1409,20260725,4
5787,20260725,4
1278,20260725,4
4404,20260725,4
5049,20260725,4
2503,20260725,4
1092,20260725,4
5069,20260725,4
4920,20260725,4
5718,20260725,4
375,20260725,4
4117,20260725,4
715,20260725,4
5678,20260725,4
5815,20260725,4
4830,20260725,4
625,20260725,4
4392,20260725,4
1923,20260725,4
567,20260725,4
276,20260725,4
3161,20260725,4
2396,20260725,4
1429,20260725,4
4579,20260725,4
2277,20260725,4
2661,20260725,4
5295,20260725,4
640,20260725,4
4029,20260725,4
2037,20260725,4
1924,20260725,4
3019,20260725,4
5204,20260725,4
887,20260725,4
3255,20260725,4
3380,20260725,4
5712,20260725,4
5847,20260725,4
2820,20260725,4
2597,20260725,4
947,20260725,4
5483,20260725,4
2911,20260725,4
5518,20260725,4
252,20260725,4
2278,20260725,4
3806,20260725,4
5388,20260725,4
2684,20260725,4
1104,20260725,4
5679,20260725,4
2294,20260725,4
265,20260725,4
2615,20260725,4
1319,20260725,4
815,20260725,4
729,20260725,4
4670,20260725,4
3547,20260725,4
339,20260725,4
5693,20260725,4
179,20260725,4
4584,20260725,4
2557,20260725,4
5823,20260725,4
109,20260725,4
2647,20260725,4
5652,20260725,4
656,20260725,4
4262,20260725,4
2378,20260725,4
3061,20260725,4
1928,20260725,4
2133,20260725,4
2077,20260725,4
5068,20260725,4
880,20260725,4
388,20260725,4
3127,20260725,4
2837,20260725,4
2409,20260725,4
5690,20260725,4
3534,20260725,4
4740,20260725,4
2997,20260725,4
649,20260725,4
2746,20260725,4
809,20260725,4
3748,20260725,4
1358,20260725,4
5077,20260725,4
4395,20260725,4
4278,20260725,4
5654,20260725,4
2091,20260725,4
5602,20260725,4
3953,20260725,4
5470,20260725,4
1532,20260725,4
5835,20260725,4
4197,20260725,4
1565,20260725,4
1703,20260725,4
4399,20260725,4
4661,20260725,4
1968,20260725,4
2018,20260725,4
4968,20260725,4
4318,20260725,4
3006,20260725,4
3559,20260725,4
2566,20260725,4
2611,20260725,4
5800,20260725,4
736,20260725,4
2953,20260725,4
1335,20260725,4
2469,20260725,4
4200,20260725,4
4921,20260725,4
4720,20260725,4
3294,20260725,4
847,20260725,4
1803,20260725,4
1183,20260725,4
1283,20260725,4
3974,20260725,4
3269,20260725,4
4799,20260725,4
2166,20260725,4
3223,20260725,4
5436,20260725,4
156,20260725,4
476,20260725,4
3389,20260725,4
1097,20260725,4
5335,20260725,4
4426,20260725,4
332,20260725,4
5471,20260725,4
5047,20260725,4
3839,20260725,4
2324,20260725,4
2711,20260725,4
420,20260725,4
1340,20260725,4
2045,20260725,4
731,20260725,4
1626,20260725,4
1181,20260725,4
927,20260725,4
3461,20260725,4
5186,20260725,4
1486,20260725,4
2514,20260725,4
5036,20260725,4
3407,20260725,4
3923,20260725,4
5491,20260725,4
2778,20260725,4
5354,20260725,4
1553,20260725,4
1442,20260725,4
769,20260725,4
3663,20260725,4
4853,20260725,4
4995,20260725,4
1845,20260725,4
1487,20260725,4
1615,20260725,4
1239,20260725,4
4755,20260725,4
1562,20260725,4
582,20260725,4
3618,20260725,4
703,20260725,4
4040,20260725,4
2674,20260725,4
5855,20260725,4
4566,20260725,4
1915,20260725,4
1413,20260725,4
2957,20260725,4
810,20260725,4
137,20260725,4
2482,20260725,4
1642,20260725,4
2565,20260725,4
1276,20260725,4
1125,20260725,4
202,20260725,4
4321,20260725,4
1936,20260725,4
4894,20260725,4
291,20260725,4
1672,20260725,4
516,20260725,4
146,20260725,4
2944,20260725,4
5501,20260725,4
2242,20260725,4
3505,20260725,4
2426,20260725,4
350,20260725,4
4672,20260725,4
5116,20260725,4
3092,20260725,4
3811,20260725,4
1998,20260725,4
159,20260725,4
799,20260725,4
3871,20260725,4
470,20260725,4
2672,20260725,4
3635,20260725,4
298,20260725,4
3813,20260725,4
3861,20260725,4
5448,20260725,4
5128,20260725,4
2863,20260725,4
3731,20260725,4
4510,20260725,4
478,20260725,4
3522,20260725,4
3388,20260725,4
4651,20260725,4
3778,20260725,4
4903,20260725,4
5813,20260725,4
3431,20260725,4
4041,20260725,4
1605,20260725,4
5561,20260725,4
1456,20260725,4
3410,20260725,4
1401,20260725,4
3796,20260725,4
3051,20260725,4
2990,20260725,4
4413,20260725,4
5386,20260725,4
4120,20260725,4
4252,20260725,4
1244,20260725,4
4681,20260725,4
5320,20260725,4
3836,20260725,4
4602,20260725,4
721,20260725,4
3718,20260725,4
1539,20260725,4
1054,20260725,4
3031,20260725,4
2397,20260725,4
1577,20260725,4
630,20260725,4
5067,20260725,4
79,20260725,4
957,20260725,4
2544,20260725,4
5039,20260725,4
1788,20260725,4
897,20260725,4
3894,20260725,4
1620,20260725,4
4728,20260725,4
3345,20260725,4
5681,20260725,4
4298,20260725,4
3883,20260725,4
5033,20260725,4
878,20260725,4
4955,20260725,4
5731,20260725,4
773,20260725,4
778,20260725,4
1426,20260725,4
2586,20260725,4
1994,20260725,4
726,20260725,4
117,20260725,4
5307,20260725,4
597,20260725,4
1122,20260725,4
5341,20260725,4
3026,20260725,4
4387,20260725,4
3586,20260725,4
4285,20260725,4
5534,20260725,4
1155,20260725,4
5364,20260725,4
4855,20260725,4
898,20260725,4
2301,20260725,4
2073,20260725,4
2856,20260725,4
5738,20260725,4
2490,20260725,4
3168,20260725,4
3258,20260725,4
3234,20260725,4
2617,20260725,4
4085,20260725,4
4521,20260725,4
1872,20260725,4
4501,20260725,4
4981,20260725,4
1594,20260725,4
1808,20260725,4
5105,20260725,4
5250,20260725,4
621,20260725,4
5089,20260725,4
2927,20260725,4
607,20260725,4
5106,20260725,4
1102,20260725,4
3987,20260725,4
3468,20260725,4
3740,20260725,4
3399,20260725,4
1422,20260725,4
247,20260725,4
523,20260725,4
1500,20260725,4
1949,20260725,4
171,20260725,4
4089,20260725,4
1219,20260725,4
1861,20260725,4
4514,20260725,4
1360,20260725,4
4124,20260725,4
5276,20260725,4
2704,20260725,4
47,20260725,4
3993,20260725,4
5780,20260725,4
4137,20260725,4
1687,20260725,4
4379,20260725,4
3589,20260725,4
176,20260725,4
4257,20260725,4
4895,20260725,4
5865,20260725,4
2864,20260725,4
5382,20260725,4
2012,20260725,4
3463,20260725,4
5332,20260725,4
2179,20260725,4
1093,20260725,4
1031,20260725,4
3545,20260725,4
1434,20260725,4
2560,20260725,4
5155,20260725,4
3810,20260725,4
3672,20260725,4
434,20260725,4
2971,20260725,4
3591,20260725,4
4250,20260725,4
1495,20260725,4
700,20260725,4
2243,20260725,4
4870,20260725,4
2181,20260725,4
515,20260725,4
5775,20260725,4
472,20260725,4
136,20260725,4
4092,20260725,4
2747,20260725,4
5099,20260725,4
823,20260725,4
3981,20260725,4
983,20260725,4
1473,20260725,4
402,20260725,4
3523,20260725,4
4694,20260725,4
2391,20260725,4
1826,20260725,4
4111,20260725,4
455,20260725,4
134,20260725,4
3119,20260725,4
1065,20260725,4
4450,20260725,4
3604,20260725,4
3576,20260725,4
3131,20260725,4
4021,20260725,4
4403,20260725,4
3136,20260725,4
1556,20260725,4
4428,20260725,4
3484,20260725,4
4000,20260725,4
1016,20260725,4
2574,20260725,4
335,20260725,4
1529,20260725,4
4013,20260725,4
4340,20260725,4
5232,20260725,4
4913,20260725,4
1604,20260725,4
3785,20260725,4
5269,20260725,4
238,20260725,4
150,20260725,4
4988,20260725,4
4369,20260725,4
2359,20260725,4
5189,20260725,4
4549,20260725,4
2035,20260725,4
2960,20260725,4
5753,20260725,4
1204,20260725,4
5201,20260725,4
4113,20260725,4
1526,20260725,4
2824,20260725,4
4748,20260725,4
1964,20260725,4
2462,20260725,4
4216,20260725,4
1580,20260725,4
2867,20260725,4
1991,20260725,4
2847,20260725,4
473,20260725,4
1538,20260725,4
2737,20260725,4
262,20260725,4
398,20260725,4
610,20260725,4
641,20260725,4
3969,20260725,4
2936,20260725,4
5325,20260725,4
5582,20260725,4
4247,20260725,4
1622,20260725,4
198,20260725,4
5549,20260725,4
2220,20260725,4
2422,20260725,4
1524,20260725,4
738,20260725,4
2080,20260725,4
1891,20260725,4
3091,20260725,4
2141,20260725,4
2227,20260725,4
2412,20260725,4
2059,20260725,4
2600,20260725,4
3067,20260725,4
1394,20260725,4
664,20260725,4
4550,20260725,4
4434,20260725,4
2775,20260725,4
3130,20260725,4
3929,20260725,4
4495,20260725,4
4949,20260725,4
1799,20260725,4
1039,20260725,4
1270,20260725,4
4788,20260725,4
1823,20260725,4
2497,20260725,4
4883,20260725,4
1558,20260725,4
4808,20260725,4
3640,20260725,4
3503,20260725,4
936,20260725,4
357,20260725,4
2967,20260725,4
4223,20260725,4
3590,20260725,4
4416,20260725,4
793,20260725,4
3755,20260725,4
1286,20260725,4
2115,20260725,4
5149,20260725,4
3089,20260725,4
4240,20260725,4
5152,20260725,4
5336,20260725,4
2634,20260725,4
2718,20260725,4
1726,20260725,4
5685,20260725,4
3486,20260725,4
1052,20260725,4
1272,20260725,4
3365,20260725,4
2694,20260725,4
1755,20260725,4
4958,20260725,4
3017,20260725,4
429,20260725,4
3790,20260725,4
5000,20260725,4
1267,20260725,4
1744,20260725,4
1291,20260725,4
1436,20260725,4
4020,20260725,4
5281,20260725,4
3359,20260725,4
3656,20260725,4
1956,20260725,4
4038,20260725,4
4453,20260725,4
68,20260725,4
5133,20260725,4
110,20260725,4
3990,20260725,4
1735,20260725,4
5805,20260725,4
3391,20260725,4
158,20260725,4
3717,20260725,4
2224,20260725,4
1178,20260725,4
1123,20260725,4
1688,20260725,4
450,20260725,4
2689,20260725,4
2165,20260725,4
4911,20260725,4
4960,20260725,4
4334,20260725,4
5376,20260725,4
5617,20260725,4
508,20260725,4
5477,20260725,4
3647,20260725,4
5078,20260725,4
1274,20260725,4
1511,20260725,4
2241,20260725,4
165,20260725,4
2146,20260725,4
2989,20260725,4
3945,20260725,4
3854,20260725,4
5031,20260725,4
4178,20260725,4
995,20260725,4
25,20260725,4
1740,20260725,4
438,20260725,4
3754,20260725,4
3610,20260725,4
5221,20260725,4
2636,20260725,4
5125,20260725,4
1232,20260725,4
3668,20260725,4
4952,20260725,4
3728,20260725,4
3330,20260725,4
1020,20260725,4
2906,20260725,4
38,20260725,4
4546,20260725,4
2579,20260725,4
2875,20260725,4
4301,20260725,4
192,20260725,4
3145,20260725,4
4783,20260725,4
4217,20260725,4
51,20260725,4
1420,20260725,4
5238,20260725,4
479,20260725,4
3645,20260725,4
2926,20260725,4
5379,20260725,4
833,20260725,4
5243,20260725,4
2315,20260725,4
5606,20260725,4
2814,20260725,4
3869,20260725,4
2914,20260725,4
225,20260725,4
2771,20260725,4
2591,20260725,4
1728,20260725,4
905,20260725,4
2819,20260725,4
4320,20260725,4
5074,20260725,4
832,20260725,4
4192,20260725,4
5529,20260725,4
3465,20260725,4
5182,20260725,4
733,20260725,4
1502,20260725,4
677,20260725,4
2029,20260725,4
5314,20260725,4
3904,20260725,4
4599,20260725,4
3598,20260725,4
895,20260725,4
3029,20260725,4
5592,20260725,4
2499,20260725,4
1483,20260725,4
4869,20260725,4
3327,20260725,4
5253,20260725,4
4417,20260725,4
140,20260725,4
4304,20260725,4
2645,20260725,4
4897,20260725,4
3416,20260725,4
690,20260725,4
531,20260725,4
3162,20260725,4
2806,20260725,4
945,20260725,4
2540,20260725,4
1809,20260725,4
2219,20260725,4
4754,20260725,4
4746,20260725,4
3791,20260725,4
811,20260725,4
2985,20260725,4
2508,20260725,4
2282,20260725,4
1017,20260725,4
725,20260725,4
4498,20260725,4
2321,20260725,4
2459,20260725,4
4267,20260725,4
4704,20260725,4
5492,20260725,4
2506,20260725,4
1643,20260725,4
5608,20260725,4
221,20260725,4
5481,20260725,4
4759,20260725,4
646,20260725,4
4926,20260725,4
4673,20260725,4
5684,20260725,4
